App starts at Sun Jun 10 16:12:47 2018

Tracking start as 42440 ms
time(ms),x,y,z
130621,-0.162,0.048,1.285
130658,-0.159,0.046,1.291
130694,-0.17,0.043,1.286
130723,-0.154,0.041,1.295
130757,-0.154,0.049,1.293
130790,-0.155,0.042,1.293
130821,-0.164,0.054,1.29
130861,-0.152,0.048,1.289
130892,-0.155,0.048,1.288
130924,-0.151,0.047,1.294
130956,-0.156,0.053,1.285
130987,-0.165,0.056,1.292
131023,-0.153,0.049,1.288
131058,-0.158,0.046,1.291
131098,-0.158,0.052,1.285
131125,-0.152,0.048,1.294
131157,-0.154,0.042,1.29
131188,-0.153,0.046,1.292
131225,-0.157,0.046,1.288
131263,-0.144,0.026,1.294
131293,-0.157,0.042,1.289
131324,-0.162,0.042,1.291
131352,-0.16,0.044,1.3
131389,-0.155,0.047,1.289
131423,-0.15,0.047,1.281
131456,-0.158,0.048,1.288
131493,-0.153,0.031,1.289
131524,-0.16,0.043,1.294
131554,-0.159,0.052,1.286
131590,-0.159,0.043,1.29
131621,-0.158,0.047,1.291
131657,-0.157,0.048,1.29
131690,-0.156,0.048,1.286
131723,-0.162,0.046,1.287
131753,-0.158,0.047,1.291
131791,-0.161,0.044,1.288
131822,-0.157,0.05,1.292
131855,-0.158,0.046,1.291
131893,-0.158,0.048,1.287
131923,-0.155,0.046,1.292
131951,-0.159,0.048,1.292
131987,-0.157,0.047,1.294
132021,-0.153,0.043,1.299
132053,-0.157,0.052,1.29
132092,-0.154,0.042,1.282
132122,-0.157,0.049,1.288
132154,-0.156,0.05,1.279
132189,-0.155,0.047,1.283
132220,-0.159,0.047,1.289
132253,-0.157,0.04,1.291
132290,-0.153,0.044,1.294
132321,-0.157,0.05,1.286
132354,-0.154,0.044,1.284
132385,-0.151,0.046,1.292
132422,-0.156,0.051,1.294
132455,-0.15,0.048,1.292
132489,-0.156,0.041,1.29
132522,-0.153,0.053,1.289
132554,-0.148,0.047,1.29
132586,-0.146,0.041,1.297
132625,-0.158,0.041,1.286
132654,-0.15,0.03,1.287
132689,-0.16,0.045,1.292
132723,-0.159,0.043,1.288
132754,-0.165,0.052,1.288
132787,-0.169,0.051,1.285
132822,-0.168,0.059,1.283
132855,-0.169,0.047,1.289
132889,-0.177,0.055,1.284
132923,-0.183,0.051,1.291
132951,-0.187,0.051,1.3
132984,-0.19,0.046,1.285
133021,-0.196,0.049,1.29
133056,-0.199,0.046,1.287
133118,-0.214,0.046,1.295
133150,-0.203,0.052,1.294
133183,-0.207,0.045,1.281
133221,-0.201,0.047,1.286
133253,-0.2,0.047,1.281
133288,-0.204,0.041,1.288
133320,-0.21,0.031,1.292
133352,-0.207,0.041,1.29
133383,-0.211,0.039,1.293
133420,-0.203,0.028,1.294
133453,-0.196,0.036,1.289
133488,-0.195,0.026,1.289
133521,-0.191,0.022,1.287
133552,-0.193,0.018,1.294
133584,-0.196,0.015,1.29
133623,-0.197,0.009,1.297
133657,-0.191,0.01,1.294
133688,-0.187,0.003,1.292
133722,-0.187,0.003,1.294
133753,-0.181,0.004,1.297
133785,-0.184,-0.005,1.3
133820,-0.196,0.001,1.301
133854,-0.192,0.001,1.296
133886,-0.195,0.003,1.292
133923,-0.202,-0.003,1.294
133951,-0.198,0.002,1.298
133986,-0.2,0.007,1.295
134019,-0.201,-0.005,1.296
134059,-0.207,-0.016,1.293
134089,-0.216,-0.006,1.29
134122,-0.22,-0.01,1.292
134152,-0.218,-0.015,1.299
134185,-0.23,-0.012,1.29
134227,-0.229,-0.007,1.293
134255,-0.23,-0.013,1.294
134287,-0.229,-0.014,1.293
134321,-0.235,-0.013,1.282
134353,-0.246,-0.012,1.284
134385,-0.246,-0.015,1.293
134420,-0.242,-0.012,1.288
134456,-0.246,-0.023,1.292
134493,-0.252,-0.009,1.289
134523,-0.257,-0.006,1.289
134556,-0.252,-0.009,1.285
134589,-0.249,-0.003,1.289
134619,-0.268,0.001,1.289
134654,-0.254,0.003,1.29
134694,-0.265,0,1.282
134723,-0.268,-0.003,1.284
134752,-0.267,-0.001,1.286
134788,-0.261,0.002,1.284
134820,-0.265,0.004,1.285
134853,-0.261,0.002,1.283
134894,-0.261,0.006,1.284
134923,-0.266,-0.003,1.283
134953,-0.26,-0.006,1.284
134989,-0.26,-0.005,1.28
135021,-0.259,-0.011,1.286
135057,-0.256,-0.011,1.286
135090,-0.259,-0.001,1.286
135121,-0.261,-0.013,1.288
135152,-0.254,-0.013,1.29
135187,-0.248,-0.012,1.29
135226,-0.251,-0.014,1.288
135253,-0.243,-0.033,1.291
135291,-0.245,-0.008,1.294
135320,-0.243,-0.017,1.299
135354,-0.237,-0.015,1.298
135388,-0.233,-0.023,1.3
135424,-0.238,-0.013,1.304
135455,-0.228,-0.01,1.306
135490,-0.223,-0.023,1.306
135522,-0.232,-0.022,1.31
135552,-0.216,-0.021,1.309
135588,-0.218,-0.011,1.305
135621,-0.218,-0.02,1.317
135653,-0.213,-0.012,1.315
135688,-0.214,-0.009,1.307
135721,-0.201,-0.005,1.328
135756,-0.212,-0.016,1.329
135790,-0.209,-0.018,1.329
135823,-0.214,-0.012,1.341
135857,-0.209,-0.01,1.332
135893,-0.205,-0.015,1.322
135921,-0.204,-0.014,1.337
135957,-0.203,-0.025,1.335
135986,-0.199,-0.026,1.331
136021,-0.206,-0.025,1.344
136059,-0.206,-0.027,1.34
136091,-0.201,-0.024,1.341
136122,-0.209,-0.026,1.342
136154,-0.205,-0.027,1.34
136188,-0.21,-0.03,1.347
136222,-0.207,-0.034,1.345
136258,-0.202,-0.033,1.343
136292,-0.205,-0.041,1.341
136319,-0.205,-0.038,1.338
136356,-0.205,-0.031,1.344
136386,-0.202,-0.041,1.341
136422,-0.209,-0.034,1.341
136458,-0.207,-0.036,1.341
136489,-0.212,-0.04,1.344
136523,-0.215,-0.04,1.335
136557,-0.204,-0.027,1.337
136589,-0.213,-0.036,1.335
136621,-0.212,-0.033,1.339
136658,-0.216,-0.04,1.334
136691,-0.199,-0.036,1.331
136720,-0.22,-0.051,1.338
136758,-0.21,-0.042,1.337
136791,-0.206,-0.034,1.348
136821,-0.214,-0.036,1.346
136856,-0.203,-0.036,1.35
136893,-0.211,-0.038,1.345
136922,-0.201,-0.038,1.345
136955,-0.204,-0.045,1.35
136987,-0.213,-0.031,1.353
137026,-0.211,-0.026,1.354
137061,-0.21,-0.022,1.36
137093,-0.214,-0.029,1.386
137129,-0.222,-0.032,1.378
137156,-0.218,-0.024,1.365
137188,-0.218,-0.024,1.371
137224,-0.223,-0.03,1.376
137258,-0.222,-0.021,1.376
137295,-0.227,-0.027,1.372
137326,-0.23,-0.024,1.376
137354,-0.238,-0.02,1.373
137390,-0.234,-0.023,1.374
137426,-0.241,-0.024,1.371
137457,-0.233,-0.025,1.372
137491,-0.25,-0.008,1.372
137526,-0.254,-0.023,1.362
137557,-0.244,-0.013,1.359
137588,-0.243,-0.018,1.356
137624,-0.254,-0.031,1.355
137659,-0.238,-0.033,1.348
137697,-0.237,-0.031,1.354
137729,-0.249,-0.023,1.347
137757,-0.247,-0.021,1.346
137789,-0.245,-0.021,1.332
137824,-0.242,-0.033,1.335
137861,-0.241,-0.027,1.34
137894,-0.244,-0.017,1.329
137929,-0.24,-0.027,1.337
137957,-0.237,-0.011,1.329
137988,-0.233,-0.01,1.34
138024,-0.235,-0.017,1.346
138056,-0.231,-0.021,1.335
138092,-0.236,-0.014,1.347
138129,-0.23,-0.022,1.35
138155,-0.233,-0.017,1.371
138189,-0.236,-0.013,1.353
138226,-0.238,-0.015,1.365
138264,-0.241,-0.012,1.354
138296,-0.236,-0.006,1.359
138328,-0.245,-0.011,1.367
138359,-0.241,-0.01,1.366
138391,-0.267,-0.018,1.38
138431,-0.243,-0.005,1.372
138460,-0.241,-0.002,1.36
138495,-0.252,-0.002,1.383
138527,-0.25,-0.01,1.387
138556,-0.249,-0.008,1.379
138594,-0.255,-0.009,1.384
138627,-0.254,-0.007,1.382
138657,-0.253,-0.014,1.378
138695,-0.255,-0.007,1.378
138729,-0.261,-0.004,1.379
138757,-0.261,-0.009,1.373
138792,-0.267,-0.005,1.371
138824,-0.237,-0.018,1.365
138858,-0.258,-0.011,1.363
138894,-0.255,-0.008,1.37
138929,-0.252,-0.012,1.351
138957,-0.258,-0.002,1.352
138992,-0.258,0.001,1.35
139025,-0.251,0.003,1.346
139059,-0.252,0.003,1.34
139093,-0.25,0.004,1.342
139127,-0.249,0.004,1.34
139155,-0.25,0.009,1.339
139192,-0.254,0.001,1.336
139226,-0.245,0.004,1.339
139258,-0.247,0.009,1.328
139294,-0.253,0.018,1.326
139327,-0.252,0,1.328
139357,-0.245,0.01,1.323
139391,-0.25,0.009,1.329
139425,-0.255,0.017,1.331
139459,-0.254,0.01,1.331
139498,-0.247,0.016,1.33
139529,-0.254,0.01,1.341
139563,-0.263,0.023,1.336
139594,-0.261,0.025,1.335
139627,-0.259,0.02,1.338
139662,-0.257,0.024,1.344
139694,-0.261,0.031,1.339
139729,-0.265,0.024,1.347
139760,-0.264,0.019,1.346
139791,-0.267,0.023,1.348
139825,-0.266,0.023,1.352
139864,-0.262,0.028,1.354
139902,-0.268,0.029,1.351
139962,-0.263,0.029,1.365
139983,-0.264,0.02,1.354
140026,-0.269,0.026,1.353
140065,-0.264,0.026,1.353
140097,-0.266,0.027,1.359
140128,-0.263,0.024,1.356
140163,-0.265,0.02,1.333
140192,-0.252,0.031,1.356
140226,-0.252,0.023,1.356
140262,-0.251,0.024,1.355
140294,-0.244,0.024,1.351
140328,-0.238,0.023,1.347
140351,-0.238,0.026,1.356
140383,-0.251,0.018,1.353
140414,-0.248,0.018,1.348
140450,-0.242,0.025,1.347
140481,-0.25,0.013,1.347
140511,-0.246,0.024,1.337
140547,-0.245,0.044,1.348
140580,-0.25,0.029,1.35
140615,-0.251,0.03,1.346
140648,-0.251,0.027,1.352
140679,-0.244,0.031,1.341
140710,-0.25,0.031,1.349
140746,-0.256,0.027,1.354
140779,-0.259,0.031,1.355
140814,-0.262,0.04,1.35
140851,-0.257,0.042,1.358
140878,-0.264,0.042,1.343
140911,-0.267,0.03,1.358
140944,-0.253,0.042,1.358
140977,-0.262,0.029,1.363
141014,-0.263,0.034,1.357
141045,-0.267,0.037,1.354
141079,-0.272,0.038,1.35
141111,-0.276,0.033,1.362
141142,-0.276,0.04,1.362
141178,-0.276,0.037,1.358
141212,-0.277,0.031,1.355
141243,-0.278,0.031,1.357
141281,-0.275,0.035,1.357
141309,-0.27,0.043,1.343
141343,-0.267,0.035,1.359
141377,-0.27,0.036,1.345
141411,-0.266,0.031,1.349
141444,-0.278,0.031,1.347
141479,-0.266,0.037,1.341
141512,-0.261,0.031,1.344
141545,-0.259,0.031,1.346
141578,-0.252,0.029,1.343
141616,-0.259,0.034,1.342
141645,-0.262,0.034,1.339
141679,-0.264,0.035,1.341
141711,-0.259,0.039,1.345
141743,-0.272,0.036,1.338
141781,-0.264,0.038,1.339
141813,-0.271,0.045,1.35
141847,-0.267,0.042,1.342
141880,-0.27,0.047,1.343
141911,-0.273,0.039,1.342
141941,-0.277,0.051,1.355
141977,-0.281,0.044,1.35
142012,-0.277,0.044,1.359
142045,-0.283,0.049,1.356
142076,-0.295,0.048,1.354
142110,-0.286,0.052,1.357
142145,-0.291,0.046,1.354
142176,-0.288,0.045,1.357
142212,-0.291,0.048,1.351
142245,-0.289,0.053,1.349
142273,-0.292,0.048,1.351
142311,-0.293,0.053,1.355
142343,-0.294,0.047,1.346
142374,-0.282,0.053,1.353
142412,-0.289,0.052,1.351
142446,-0.292,0.048,1.344
142474,-0.286,0.044,1.349
142510,-0.289,0.048,1.349
142543,-0.289,0.048,1.338
142576,-0.287,0.049,1.341
142614,-0.296,0.056,1.351
142644,-0.292,0.052,1.348
142675,-0.299,0.053,1.345
142709,-0.288,0.042,1.345
142742,-0.294,0.054,1.339
142777,-0.297,0.058,1.342
142811,-0.291,0.052,1.345
142843,-0.281,0.048,1.34
142875,-0.291,0.052,1.343
142910,-0.294,0.054,1.348
142943,-0.292,0.05,1.346
142977,-0.293,0.049,1.354
143013,-0.295,0.046,1.346
143043,-0.299,0.052,1.348
143076,-0.3,0.049,1.35
143106,-0.297,0.05,1.347
143141,-0.298,0.052,1.346
143176,-0.293,0.055,1.337
143214,-0.298,0.057,1.342
143249,-0.285,0.048,1.345
143273,-0.291,0.052,1.347
143305,-0.291,0.057,1.346
143342,-0.292,0.045,1.348
143381,-0.288,0.051,1.348
143409,-0.295,0.048,1.351
143443,-0.29,0.044,1.35
143474,-0.294,0.052,1.35
143505,-0.291,0.051,1.346
143543,-0.292,0.046,1.355
143574,-0.288,0.05,1.351
143611,-0.294,0.055,1.35
143645,-0.291,0.056,1.348
143675,-0.296,0.049,1.344
143710,-0.289,0.047,1.347
143741,-0.29,0.052,1.348
143776,-0.29,0.051,1.35
143810,-0.288,0.047,1.35
143847,-0.301,0.05,1.349
143875,-0.296,0.048,1.349
143907,-0.294,0.05,1.351
143942,-0.292,0.053,1.345
143978,-0.294,0.054,1.347
144012,-0.292,0.049,1.35
144042,-0.29,0.051,1.349
144072,-0.303,0.047,1.346
144104,-0.291,0.045,1.345
144138,-0.294,0.047,1.348
144181,-0.301,0.048,1.348
144210,-0.298,0.05,1.342
144237,-0.299,0.05,1.348
144273,-0.298,0.048,1.349
144305,-0.293,0.044,1.348
144342,-0.293,0.052,1.35
144379,-0.298,0.053,1.345
144410,-0.301,0.056,1.345
144437,-0.301,0.056,1.351
144476,-0.296,0.052,1.35
144509,-0.293,0.051,1.349
144542,-0.288,0.047,1.351
144575,-0.293,0.051,1.349
144611,-0.299,0.039,1.337
144638,-0.293,0.044,1.352
144674,-0.291,0.049,1.349
144705,-0.289,0.051,1.354
144740,-0.287,0.05,1.343
144778,-0.301,0.05,1.347
144810,-0.293,0.058,1.352
144836,-0.299,0.051,1.353
144872,-0.301,0.045,1.352
144906,-0.297,0.059,1.348
144937,-0.288,0.053,1.345
144977,-0.291,0.052,1.352
145008,-0.293,0.05,1.349
145036,-0.29,0.048,1.346
145074,-0.292,0.049,1.349
145107,-0.286,0.049,1.347
145140,-0.294,0.051,1.347
145174,-0.298,0.053,1.346
145210,-0.297,0.051,1.345
145237,-0.295,0.049,1.349
145269,-0.295,0.051,1.349
145305,-0.299,0.051,1.353
145337,-0.295,0.053,1.342
145370,-0.295,0.051,1.348
145410,-0.297,0.055,1.347
145437,-0.289,0.048,1.349
145470,-0.293,0.047,1.347
145508,-0.298,0.044,1.346
145539,-0.288,0.048,1.343
145575,-0.289,0.048,1.35
145612,-0.29,0.05,1.351
145637,-0.298,0.038,1.363
145668,-0.27,0.052,1.338
145704,-0.276,0.048,1.34
145739,-0.262,0.033,1.342
145773,-0.268,0.058,1.328
145809,-0.257,0.034,1.324
145837,-0.25,0.069,1.325
145869,-0.24,0.054,1.34
145906,-0.234,0.064,1.312
145938,-0.225,0.051,1.315
145974,-0.232,0.049,1.309
146007,-0.179,0.044,1.293
146037,-0.211,0.072,1.31
146068,-0.158,0.038,1.289
146105,-0.152,0.052,1.283
146139,-0.134,0.044,1.263
146171,-0.13,0.043,1.275
146208,-0.111,0.043,1.264
146237,-0.096,0.054,1.257
146269,-0.074,0.032,1.256
146303,-0.07,0.053,1.264
146340,-0.077,0.043,1.265
146374,-0.071,0.043,1.254
146405,-0.055,0.046,1.248
146437,-0.059,0.049,1.263
146469,-0.043,0.048,1.269
146504,-0.044,0.045,1.261
146536,-0.038,0.045,1.27
146573,-0.042,0.052,1.269
146604,-0.039,0.047,1.265
146636,-0.038,0.048,1.265
146670,-0.042,0.053,1.274
146704,-0.036,0.051,1.265
146736,-0.034,0.053,1.27
146770,-0.025,0.055,1.27
146803,-0.031,0.053,1.266
146837,-0.028,0.049,1.272
146868,-0.035,0.047,1.265
146904,-0.032,0.05,1.27
146938,-0.031,0.048,1.268
146973,-0.033,0.054,1.272
147004,-0.031,0.056,1.268
147035,-0.034,0.054,1.271
147068,-0.033,0.053,1.272
147103,-0.032,0.031,1.266
147138,-0.033,0.048,1.268
147177,-0.029,0.048,1.273
147202,-0.029,0.045,1.268
147236,-0.03,0.042,1.267
147267,-0.032,0.044,1.272
147300,-0.025,0.052,1.27
147336,-0.031,0.047,1.264
147372,-0.029,0.039,1.266
147405,-0.029,0.051,1.274
147432,-0.031,0.055,1.268
147467,-0.03,0.051,1.267
147504,-0.026,0.048,1.268
147533,-0.036,0.052,1.274
147573,-0.028,0.053,1.273
147602,-0.029,0.052,1.272
147668,-0.029,0.052,1.274
147702,-0.031,0.055,1.27
147733,-0.029,0.045,1.266
147770,-0.035,0.044,1.271
147801,-0.037,0.044,1.272
147835,-0.035,0.039,1.27
147868,-0.028,0.042,1.268
147900,-0.03,0.048,1.267
147934,-0.028,0.04,1.27
147971,-0.029,0.044,1.272
148001,-0.034,0.05,1.27
148030,-0.032,0.051,1.27
148065,-0.033,0.052,1.269
148101,-0.034,0.044,1.271
148137,-0.028,0.047,1.269
148171,-0.031,0.047,1.269
148203,-0.03,0.048,1.273
148234,-0.022,0.052,1.27
148268,-0.032,0.054,1.272
148299,-0.026,0.048,1.271
148338,-0.025,0.046,1.277
148372,-0.027,0.049,1.269
148402,-0.034,0.048,1.27
148433,-0.027,0.046,1.269
148467,-0.02,0.046,1.27
148504,-0.029,0.046,1.271
148537,-0.028,0.055,1.261
148569,-0.025,0.052,1.264
148600,-0.034,0.043,1.273
148636,-0.033,0.048,1.273
148668,-0.029,0.047,1.272
148702,-0.027,0.047,1.266
148740,-0.031,0.05,1.274
148770,-0.027,0.047,1.27
148808,-0.023,0.045,1.274
148836,-0.032,0.045,1.271
148866,-0.033,0.046,1.272
148902,-0.025,0.045,1.274
148938,-0.028,0.045,1.273
148972,-0.034,0.044,1.271
149003,-0.03,0.049,1.276
149035,-0.036,0.049,1.269
149067,-0.032,0.054,1.271
149099,-0.034,0.046,1.27
149140,-0.022,0.051,1.27
149169,-0.03,0.046,1.274
149199,-0.03,0.052,1.268
149234,-0.035,0.046,1.269
149267,-0.026,0.047,1.27
149304,-0.028,0.05,1.274
149337,-0.039,0.041,1.269
149371,-0.027,0.052,1.27
149402,-0.032,0.051,1.269
149436,-0.031,0.044,1.267
149467,-0.031,0.039,1.266
149503,-0.023,0.047,1.27
149538,-0.025,0.047,1.27
149572,-0.017,0.05,1.27
149603,-0.039,0.057,1.264
149638,-0.03,0.05,1.273
149670,-0.034,0.049,1.265
149701,-0.026,0.049,1.267
149736,-0.029,0.058,1.268
149774,-0.018,0.054,1.268
149812,-0.029,0.049,1.268
149838,-0.029,0.05,1.273
149870,-0.022,0.041,1.289
149907,-0.028,0.05,1.269
149941,-0.024,0.044,1.269
149979,-0.029,0.047,1.272
150012,-0.031,0.047,1.272
150044,-0.033,0.052,1.268
150070,-0.032,0.051,1.264
150106,-0.027,0.046,1.269
150141,-0.026,0.044,1.271
150174,-0.027,0.041,1.271
150211,-0.042,0.06,1.242
150245,-0.025,0.055,1.252
150270,-0.033,0.04,1.268
150309,-0.028,0.045,1.262
150340,-0.03,0.05,1.262
150373,-0.022,0.045,1.252
150409,-0.026,0.048,1.258
150443,-0.018,0.055,1.254
150472,-0.019,0.042,1.274
150510,-0.019,0.05,1.258
150541,-0.023,0.045,1.261
150575,-0.017,0.041,1.269
150609,-0.017,0.047,1.266
150640,-0.023,0.039,1.277
150675,-0.018,0.045,1.271
150708,-0.023,0.055,1.269
150784,-0.019,0.028,1.257
150842,-0.018,0.023,1.26
150870,-0.033,-0.003,1.256
150909,-0.025,0,1.24
150944,-0.019,0.012,1.252
150981,-0.024,-0.002,1.254
151012,-0.033,0,1.24
151041,-0.037,0.017,1.242
151076,-0.042,-0.002,1.241
151110,-0.055,-0.004,1.242
151142,-0.055,-0.004,1.246
151176,-0.052,-0.003,1.238
151211,-0.054,-0.007,1.235
151242,-0.057,-0.002,1.235
151276,-0.064,-0.003,1.237
151310,-0.058,-0.002,1.234
151340,-0.061,-0.005,1.234
151376,-0.067,-0.005,1.238
151413,-0.077,-0.002,1.238
151446,-0.076,-0.005,1.238
151478,-0.068,-0.007,1.231
151508,-0.076,-0.012,1.239
151540,-0.074,-0.012,1.242
151577,-0.079,-0.015,1.231
151615,-0.072,-0.013,1.243
151644,-0.076,-0.009,1.238
151676,-0.076,-0.009,1.234
151708,-0.073,-0.008,1.241
151742,-0.064,-0.015,1.238
151781,-0.069,-0.007,1.246
151812,-0.075,0,1.243
151843,-0.071,-0.006,1.241
151874,-0.071,-0.008,1.239
151906,-0.072,-0.008,1.252
151942,-0.079,-0.003,1.249
151979,-0.082,-0.004,1.242
152011,-0.073,-0.007,1.249
152041,-0.066,-0.003,1.235
152075,-0.064,-0.019,1.235
152112,-0.074,-0.012,1.251
152141,-0.077,-0.012,1.241
152178,-0.089,-0.018,1.258
152215,-0.085,-0.008,1.245
152275,-0.08,-0.015,1.249
152304,-0.078,-0.012,1.248
152346,-0.083,-0.013,1.244
152376,-0.082,-0.013,1.253
152413,-0.087,-0.007,1.246
152448,-0.089,-0.008,1.252
152477,-0.088,-0.002,1.246
152507,-0.083,0.003,1.252
152543,-0.085,-0.015,1.246
152580,-0.088,-0.018,1.255
152614,-0.084,-0.01,1.246
152650,-0.085,-0.011,1.247
152673,-0.082,-0.014,1.246
152706,-0.079,-0.017,1.245
152744,-0.079,-0.021,1.253
152784,-0.075,-0.015,1.244
152844,-0.079,-0.012,1.246
152866,-0.078,-0.012,1.247
152906,-0.082,-0.013,1.245
152942,-0.091,-0.014,1.251
152982,-0.089,-0.018,1.25
153016,-0.084,-0.013,1.248
153052,-0.09,-0.007,1.246
153105,-0.09,-0.007,1.25
153140,-0.102,-0.013,1.249
153178,-0.104,-0.016,1.241
153209,-0.094,-0.001,1.244
153246,-0.096,-0.013,1.256
153275,-0.093,-0.012,1.254
153308,-0.096,-0.012,1.253
153342,-0.098,-0.015,1.254
153378,-0.097,-0.016,1.259
153411,-0.101,-0.005,1.265
153449,-0.098,-0.012,1.256
153482,-0.078,-0.012,1.261
153510,-0.095,-0.015,1.262
153543,-0.106,-0.009,1.259
153577,-0.089,-0.015,1.255
153616,-0.097,-0.015,1.261
153647,-0.092,-0.018,1.26
153676,-0.099,-0.016,1.258
153713,-0.099,-0.013,1.249
153745,-0.093,-0.01,1.255
153783,-0.099,-0.012,1.252
153813,-0.101,-0.018,1.251
153849,-0.101,-0.008,1.262
153878,-0.096,-0.01,1.253
153910,-0.096,-0.013,1.251
153946,-0.106,-0.013,1.254
153963,-0.035,0.032,1.252
153983,-0.099,-0.014,1.257
154019,-0.101,-0.022,1.266
154046,-0.096,-0.023,1.253
154076,-0.098,0,1.26
154117,-0.103,-0.015,1.257
154147,-0.103,-0.01,1.255
154182,-0.103,-0.014,1.259
154216,-0.1,-0.013,1.259
154248,-0.096,-0.012,1.257
154278,-0.093,-0.002,1.257
154310,-0.1,-0.02,1.26
154345,-0.1,-0.014,1.262
154381,-0.096,-0.014,1.257
154415,-0.099,-0.015,1.257
154444,-0.106,-0.021,1.269
154477,-0.097,-0.014,1.263
154511,-0.101,-0.017,1.26
154549,-0.098,-0.016,1.257
154579,-0.105,-0.011,1.261
154613,-0.1,-0.012,1.264
154646,-0.1,-0.007,1.263
154673,-0.097,-0.016,1.255
154710,-0.101,-0.023,1.261
154745,-0.102,-0.021,1.264
154775,-0.103,-0.015,1.26
154813,-0.105,-0.016,1.267
154845,-0.111,-0.014,1.258
154877,-0.104,-0.013,1.263
154910,-0.102,-0.011,1.262
154938,-0.104,-0.009,1.26
154966,-0.102,-0.012,1.259
154996,-0.103,-0.012,1.267
155030,-0.104,-0.019,1.26
155063,-0.099,-0.014,1.26
155100,-0.098,-0.011,1.264
155131,-0.1,-0.014,1.261
155163,-0.098,-0.022,1.262
155196,-0.101,-0.016,1.268
155229,-0.11,-0.012,1.256
155264,-0.108,-0.009,1.263
155296,-0.106,-0.016,1.259
155333,-0.105,-0.011,1.265
155361,-0.111,-0.011,1.263
155395,-0.109,-0.018,1.267
155428,-0.101,-0.014,1.266
155463,-0.095,-0.016,1.266
155498,-0.104,-0.014,1.277
155533,-0.095,-0.011,1.269
155561,-0.107,-0.017,1.264
155598,-0.105,-0.016,1.268
155629,-0.109,-0.02,1.275
155662,-0.107,-0.019,1.273
155702,-0.106,-0.018,1.277
155737,-0.106,-0.017,1.27
155766,-0.117,0,1.261
155796,-0.103,-0.011,1.269
155827,-0.108,-0.017,1.267
155861,-0.101,-0.015,1.267
155899,-0.108,-0.009,1.272
155934,-0.101,-0.016,1.267
155962,-0.09,-0.009,1.262
155992,-0.105,-0.005,1.264
156028,-0.098,-0.002,1.257
156065,-0.087,-0.005,1.26
156101,-0.099,-0.004,1.262
156132,-0.09,-0.004,1.26
156162,-0.093,-0.008,1.259
156191,-0.097,-0.009,1.26
156229,-0.099,-0.002,1.253
156266,-0.098,0,1.255
156297,-0.093,-0.001,1.249
156332,-0.1,0,1.253
156364,-0.095,0.006,1.255
156393,-0.094,0.001,1.237
156430,-0.101,0.002,1.255
156463,-0.107,0.006,1.253
156497,-0.1,0.012,1.251
156532,-0.099,0.009,1.248
156560,-0.096,0.008,1.246
156594,-0.097,0.006,1.248
156631,-0.102,0.023,1.242
156662,-0.095,0.008,1.248
156694,-0.088,0.007,1.244
156735,-0.097,0.008,1.247
156764,-0.094,0.004,1.254
156792,-0.091,0.014,1.252
156828,-0.095,0.007,1.25
156863,-0.095,0.005,1.254
156899,-0.1,0.01,1.248
156929,-0.095,0.015,1.247
156960,-0.096,0.013,1.248
156991,-0.092,0.023,1.245
157024,-0.102,0.019,1.249
157065,-0.1,0.027,1.255
157095,-0.101,0.027,1.257
157127,-0.104,0.023,1.253
157165,-0.103,0.025,1.25
157192,-0.105,0.033,1.256
157229,-0.102,0.022,1.246
157262,-0.102,0.023,1.252
157294,-0.096,0.022,1.248
157328,-0.098,0.033,1.247
157363,-0.101,0.037,1.248
157392,-0.096,0.025,1.248
157428,-0.083,0.033,1.25
157460,-0.095,0.026,1.245
157494,-0.095,0.029,1.242
157531,-0.096,0.028,1.239
157560,-0.102,0.029,1.248
157593,-0.093,0.03,1.241
157626,-0.095,0.025,1.248
157664,-0.095,0.028,1.244
157696,-0.097,0.022,1.247
157728,-0.107,0.03,1.25
157763,-0.086,0.025,1.253
157793,-0.111,0.016,1.241
157825,-0.102,0.016,1.24
157863,-0.1,0.017,1.241
157894,-0.098,0.014,1.243
157929,-0.1,0.013,1.234
157963,-0.118,0.002,1.24
157994,-0.111,0.019,1.236
158024,-0.107,0.009,1.244
158060,-0.103,0,1.235
158100,-0.101,0.001,1.23
158131,-0.097,0.008,1.239
158158,-0.093,0.015,1.228
158192,-0.102,-0.004,1.226
158226,-0.084,-0.002,1.229
158262,-0.082,-0.004,1.243
158294,-0.089,-0.006,1.227
158328,-0.086,-0.013,1.233
158357,-0.077,-0.014,1.221
158393,-0.085,-0.027,1.218
158427,-0.082,-0.02,1.223
158459,-0.082,-0.021,1.228
158494,-0.084,-0.02,1.22
158527,-0.079,-0.041,1.221
158556,-0.08,-0.017,1.223
158593,-0.08,-0.013,1.22
158624,-0.084,-0.023,1.222
158659,-0.083,-0.022,1.219
158696,-0.083,-0.019,1.218
158729,-0.087,-0.02,1.228
158756,-0.084,-0.021,1.22
158790,-0.08,-0.032,1.226
158826,-0.085,-0.023,1.226
158861,-0.085,-0.024,1.223
158899,-0.084,-0.023,1.222
158930,-0.085,-0.021,1.225
158958,-0.087,-0.022,1.22
158992,-0.088,-0.022,1.225
159026,-0.094,-0.018,1.214
159067,-0.086,-0.024,1.221
159130,-0.09,-0.019,1.226
159157,-0.092,-0.022,1.235
159190,-0.104,-0.019,1.226
159225,-0.1,-0.019,1.231
